aadi:0.8450980400142568:6,0.8450980400142568; 
privac:0.8450980400142568:6,0.8450980400142568; 
prncip:0.8450980400142568:4,0.8450980400142568; 
prob:0.8450980400142568:6,1.8626974772987799; 
problem:0.6020599913279624:6,1.508250574222528; 0,0.6020599913279624; 
probrsel:0.8450980400142568:6,0.8450980400142568; 
proces:0.8450980400142568:6,1.5592887372501953; 
procur:0.8450980400142568:6,0.8450980400142568; 
produc:0.47712125471966244:6,0.9324106381301924; 2,0.47712125471966244; 3,0.47712125471966244; 
product:0.6020599913279624:6,0.7832981079068755; 5,0.6020599913279624; 
produj:0.8450980400142568:6,1.3538977586565184; 
profer:0.8450980400142568:6,0.8450980400142568; 
profir:0.8450980400142568:6,0.8450980400142568; 
profiri:0.8450980400142568:6,0.8450980400142568; 
profund:0.8450980400142568:6,2.288162249021422; 
profundiz:0.8450980400142568:6,0.8450980400142568; 
program:0.8450980400142568:6,1.0994978993353877; 
progres:0.8450980400142568:6,0.8450980400142568; 
prohib:0.8450980400142568:6,1.0994978993353877; 
prolong:0.8450980400142568:6,1.4357962207073829; 
promedi:0.8450980400142568:6,0.8450980400142568; 
promes:0.8450980400142568:6,1.5592887372501953; 
promet:0.8450980400142568:6,1.813688596571326; 
prometi:0.8450980400142568:6,0.8450980400142568; 
promtel:0.8450980400142568:6,0.8450980400142568; 
promtemel:0.8450980400142568:6,0.8450980400142568; 
pronostic:0.8450980400142568:6,0.8450980400142568; 
pronunci:0.6020599913279624:6,1.110859709970224; 5,0.6020599913279624; 
propag:0.8450980400142568:6,0.8450980400142568; 
propi:0.8450980400142568:6,0.8450980400142568; 
propon:0.8450980400142568:6,1.0994978993353877; 
propong:0.8450980400142568:6,0.8450980400142568; 
proporcion:0.8450980400142568:6,1.0994978993353877; 
proporcional:0.8450980400142568:6,0.8450980400142568; 
proporcionndol:0.8450980400142568:6,0.8450980400142568; 
propsit:0.8450980400142568:6,1.4357962207073829; 
propuest:0.8450980400142568:6,1.5592887372501953; 
propus:0.8450980400142568:6,0.8450980400142568; 
prosigui:0.8450980400142568:6,1.6901960800285136; 
proteg:0.47712125471966244:6,0.8803354919323922; 3,0.47712125471966244; 4,0.47712125471966244; 
protegir:0.8450980400142568:6,0.8450980400142568; 
protest:0.8450980400142568:6,1.0994978993353877; 
proven:0.8450980400142568:6,1.725176957126657; 
provision:0.8450980400142568:6,1.6901960800285136; 
provisional:0.8450980400142568:6,0.8450980400142568; 
provoc:0.8450980400142568:6,1.7571119958692483; 
provocndol:0.8450980400142568:6,1.0994978993353877; 
proxim:0.8450980400142568:6,0.8450980400142568; 
proyeccin:0.8450980400142568:6,0.8450980400142568; 
proyect:0.8450980400142568:6,1.6901960800285136; 
proyectil:0.8450980400142568:6,1.0994978993353877; 
prpad:0.8450980400142568:6,1.5592887372501953; 
prpur:0.8450980400142568:6,1.3538977586565184; 
prstam:0.8450980400142568:6,0.8450980400142568; 
prueb:0.8450980400142568:6,2.068088455892457; 
prxim:0.8450980400142568:6,1.7864893837356755; 
psicolg:0.8450980400142568:6,0.8450980400142568; 
psicpat:0.8450980400142568:6,0.8450980400142568; 
psictic:0.8450980400142568:6,0.8450980400142568; 
psim:0.8450980400142568:6,0.8450980400142568; 
ptic:0.8450980400142568:6,1.0994978993353877; 
puad:0.8450980400142568:6,1.2483122772269866; 
pual:0.8450980400142568:6,1.0994978993353877; 
pud:0.6020599913279624:6,1.597393103034825; 5,0.6020599913279624; 
pudir:0.8450980400142568:6,1.0994978993353877; 
pudr:0.8450980400142568:6,0.8450980400142568; 
puebl:0.6020599913279624:6,0.6020599913279624; 4,0.7832981079068755; 
pued:0.8450980400142568:6,2.28089426072164; 
puent:0.8450980400142568:4,1.0994978993353877; 
puerc:0.8450980400142568:6,0.8450980400142568; 
puert:0.3010299956639812:0,0.44465780490343443; 1,0.3010299956639812; 2,0.39164905395343774; 3,0.3010299956639812; 4,0.39164905395343774; 6,0.9739911143432672; 
puertatramp:0.8450980400142568:6,0.8450980400142568; 
puest:0.47712125471966244:6,1.0641945879561199; 0,0.47712125471966244; 3,0.47712125471966244; 
puetaz:0.8450980400142568:6,1.2483122772269866; 
pugn:0.8450980400142568:6,0.8450980400142568; 
pulg:0.8450980400142568:6,1.5027121365481173; 
pulgar:0.8450980400142568:6,0.8450980400142568; 
pulmon:0.8450980400142568:6,1.4357962207073829; 
puls:0.8450980400142568:6,1.2483122772269866; 
pulul:0.8450980400142568:6,1.0994978993353877; 
pun:0.8450980400142568:6,0.8450980400142568; 
punt:0.8450980400142568:6,2.1801700611617965; 
puntill:0.8450980400142568:6,1.0994978993353877; 
punz:0.8450980400142568:6,1.608297617977649; 
punzant:0.8450980400142568:6,1.2483122772269866; 
puo:0.8450980400142568:6,1.6515265144397162; 
puos:0.8450980400142568:6,1.5592887372501953; 
pur:0.8450980400142568:6,0.8450980400142568; 
pus:0.3979400086720376:2,0.3979400086720376; 4,0.3979400086720376; 5,0.3979400086720376; 6,1.1552556545992796; 
qu:0.6020599913279624:1,0.6020599913279624; 6,2.235237847165441; 
qudat:0.8450980400142568:6,1.608297617977649; 
qudens:0.8450980400142568:6,0.8450980400142568; 
quebr:0.6020599913279624:6,1.2041199826559248; 5,0.6020599913279624; 
quebrant:0.8450980400142568:6,0.8450980400142568; 
qued:0.3979400086720376:0,0.3979400086720376; 3,0.5177318877571058; 5,0.5177318877571058; 6,1.295403168910655; 
quedarn:0.8450980400142568:6,1.0994978993353877; 
quej:0.8450980400142568:6,1.7864893837356755; 
quejart:0.8450980400142568:6,1.0994978993353877; 
quem:0.6020599913279624:0,0.6020599913279624; 6,1.272720716357658; 
quemadur:0.8450980400142568:6,0.8450980400142568; 
quer:0.6020599913279624:4,0.6020599913279624; 6,1.8472319533154709; 
querr:0.8450980400142568:6,1.725176957126657; 
ques:0.8450980400142568:6,1.0994978993353877; 
quienqu:0.8450980400142568:6,1.0994978993353877; 
quier:0.8450980400142568:6,2.508659121638672; 
quiet:0.8450980400142568:6,1.6901960800285136; 
quin:0.8450980400142568:6,2.444103480269536; 
quinc:0.8450980400142568:6,1.4357962207073829; 
quint:0.8450980400142568:6,0.8450980400142568; 
quis:0.8450980400142568:6,1.8849480118086925; 
quit:0.6020599913279624:4,0.6020599913279624; 6,1.3101374845559184; 
quitndos:0.8450980400142568:6,0.8450980400142568; 
quitndosel:0.8450980400142568:3,0.8450980400142568; 
quizs:0.8450980400142568:6,2.341641604208337; 
r:0.8450980400142568:6,1.3538977586565184; 
rabi:0.8450980400142568:6,1.6901960800285136; 
rabill:0.8450980400142568:6,1.0994978993353877; 
rabios:0.8450980400142568:6,0.8450980400142568; 
rac:0.8450980400142568:6,1.0994978993353877; 
rach:0.8450980400142568:6,0.8450980400142568; 
racional:0.8450980400142568:6,1.2483122772269866; 
radiant:0.8450980400142568:6,0.8450980400142568; 
radical:0.8450980400142568:6,0.8450980400142568; 
rajadur:0.8450980400142568:6,0.8450980400142568; 
ram:0.8450980400142568:6,2.040889243056806; 
ramit:0.8450980400142568:6,1.2483122772269866; 
ramm:0.8450980400142568:0,1.2483122772269866; 
ramp:0.8450980400142568:6,1.3538977586565184; 
ranur:0.8450980400142568:6,0.8450980400142568; 
rapidez:0.8450980400142568:6,1.4357962207073829; 
rapidsim:0.8450980400142568:6,0.8450980400142568; 
raqut:0.8450980400142568:6,1.0994978993353877; 
rar:0.8450980400142568:6,2.1989957986707753; 
ras:0.8450980400142568:6,1.0994978993353877; 
rasc:0.8450980400142568:6,0.8450980400142568; 
rasg:0.8450980400142568:6,1.608297617977649; 
rasgu:0.8450980400142568:6,1.2483122772269866; 
rastr:0.8450980400142568:6,1.725176957126657; 
rasur:0.8450980400142568:6,0.8450980400142568; 
rat:0.8450980400142568:6,2.1801700611617965; 
rath:0.8450980400142568:0,1.0994978993353877; 
raton:0.8450980400142568:6,0.8450980400142568; 
ray:0.8450980400142568:6,1.725176957126657; 
rayit:0.8450980400142568:6,0.8450980400142568; 
raz:0.6020599913279624:0,0.6020599913279624; 6,0.7832981079068755; 
razn:0.8450980400142568:6,2.3224883152135876; 
razon:0.8450980400142568:6,1.608297617977649; 
rbit:0.8450980400142568:6,0.8450980400142568; 
rbol:0.8450980400142568:6,2.080967721759438; 
rden:0.6020599913279624:6,0.8893156098068689; 2,0.6020599913279624; 
rea:0.8450980400142568:6,2.686547187407963; 
reabr:0.8450980400142568:6,0.8450980400142568; 
reaccin:0.8450980400142568:6,1.6515265144397162; 
reaccion:0.8450980400142568:6,1.905926373760847; 
reaccionb:0.8450980400142568:6,0.8450980400142568; 
reactiv:0.8450980400142568:6,0.8450980400142568; 
real:0.8450980400142568:6,1.725176957126657; 
realist:0.8450980400142568:6,0.8450980400142568; 
realiz:0.8450980400142568:6,1.5027121365481173; 
rean:0.8450980400142568:6,0.8450980400142568; 
reaparec:0.8450980400142568:2,0.8450980400142568; 
reban:0.8450980400142568:6,1.0994978993353877; 
rebot:0.8450980400142568:6,1.5592887372501953; 
recalent:0.8450980400142568:6,0.8450980400142568; 
recarg:0.8450980400142568:6,1.0994978993353877; 
rechaz:0.6020599913279624:6,0.6020599913279624; 4,0.6020599913279624; 
recib:0.3979400086720376:6,0.9610145150342471; 0,0.3979400086720376; 2,0.3979400086720376; 3,0.3979400086720376; 
recibi:0.8450980400142568:6,1.608297617977649; 
recibir:0.8450980400142568:6,0.8450980400142568; 
recin:0.8450980400142568:6,1.5027121365481173; 
recint:0.8450980400142568:6,1.8626974772987799; 
recipient:0.8450980400142568:6,0.8450980400142568; 
reclam:0.8450980400142568:6,1.2483122772269866; 
reclin:0.8450980400142568:6,1.2483122772269866; 
reclinndos:0.8450980400142568:6,0.8450980400142568; 
reclut:0.8450980400142568:6,1.0994978993353877; 
recobr:0.8450980400142568:6,1.2483122772269866; 
recod:0.8450980400142568:6,1.608297617977649; 
recog:0.8450980400142568:6,1.2483122772269866; 
recogi:0.8450980400142568:6,0.8450980400142568; 
recolect:0.8450980400142568:6,1.0994978993353877; 
recom:0.8450980400142568:6,0.8450980400142568; 
recomend:0.8450980400142568:6,1.0994978993353877; 
recomendacin:0.8450980400142568:6,1.5027121365481173; 
recomendart:0.8450980400142568:6,0.8450980400142568; 
recompens:0.8450980400142568:6,0.8450980400142568; 
reconoc:0.8450980400142568:6,1.5027121365481173; 
reconoci:0.8450980400142568:6,1.0994978993353877; 
reconsider:0.8450980400142568:6,0.8450980400142568; 
reconstruccin:0.8450980400142568:2,0.8450980400142568; 
record:0.8450980400142568:6,2.388310276696146; 
recordarn:0.8450980400142568:6,0.8450980400142568; 
recordatori:0.8450980400142568:6,1.0994978993353877; 
recorr:0.6020599913279624:1,0.6020599913279624; 6,1.3578093448646884; 
recorri:0.8450980400142568:6,1.725176957126657; 
recort:0.8450980400142568:6,0.8450980400142568; 
recost:0.8450980400142568:6,1.4357962207073829; 
recostndos:0.8450980400142568:6,0.8450980400142568; 
recre:0.8450980400142568:6,1.3538977586565184; 
recrimin:0.8450980400142568:6,0.8450980400142568; 
rect:0.6020599913279624:6,1.0228818660770116; 1,0.6020599913279624; 
rectangul:0.8450980400142568:6,0.8450980400142568; 
rectngul:0.8450980400142568:6,0.8450980400142568; 
recuadr:0.8450980400142568:6,0.8450980400142568; 
recuerd:0.8450980400142568:6,2.3937477304509542; 
recup:0.8450980400142568:6,1.2483122772269866; 
recuper:0.6020599913279624:6,1.3101374845559184; 2,0.7832981079068755; 
recuperndos:0.8450980400142568:6,0.8450980400142568; 
recurrent:0.8450980400142568:6,0.8450980400142568; 
red:0.8450980400142568:6,0.8450980400142568; 
redim:0.8450980400142568:6,0.8450980400142568; 
redond:0.8450980400142568:6,1.2483122772269866; 
reduj:0.8450980400142568:6,1.3538977586565184; 
reemplac:0.8450980400142568:6,0.8450980400142568; 
reemplaz:0.8450980400142568:6,1.608297617977649; 
reemplazart:0.8450980400142568:6,0.8450980400142568; 
reencontr:0.6020599913279624:2,0.6020599913279624; 3,0.6020599913279624; 
reencuentr:0.8450980400142568:3,0.8450980400142568; 
refer:0.8450980400142568:6,1.2483122772269866; 
refier:0.8450980400142568:6,1.0994978993353877; 
reflej:0.8450980400142568:6,1.5592887372501953; 
reflex:0.8450980400142568:6,0.8450980400142568; 
reflexin:0.8450980400142568:6,1.0994978993353877; 
reflexion:0.6020599913279624:6,1.3981153284491306; 4,0.6020599913279624; 
refriger:0.8450980400142568:6,0.8450980400142568; 
refugi:0.6020599913279624:6,0.6020599913279624; 3,0.6020599913279624; 
refunfu:0.8450980400142568:6,1.4357962207073829; 
regaadient:0.8450980400142568:6,0.8450980400142568; 
regader:0.8450980400142568:6,0.8450980400142568; 
regal:0.8450980400142568:6,0.8450980400142568; 
regin:0.8450980400142568:0,0.8450980400142568; 
registr:0.8450980400142568:6,1.3538977586565184; 
regl:0.8450980400142568:6,1.9795768164477876; 
regod:0.8450980400142568:6,0.8450980400142568; 
regordet:0.8450980400142568:6,1.2483122772269866; 
regr:0.6020599913279624:6,0.8893156098068689; 4,0.6020599913279624; 
regres:0.3979400086720376:0,0.3979400086720376; 2,0.3979400086720376; 5,0.3979400086720376; 6,1.1166912831824463; 
regresarn:0.8450980400142568:6,0.8450980400142568; 
regul:0.8450980400142568:6,0.8450980400142568; 
regular:0.8450980400142568:6,0.8450980400142568; 
rein:0.47712125471966244:6,0.8106147001998716; 1,0.47712125471966244; 3,0.6207490639591157; 
reirn:0.8450980400142568:6,0.8450980400142568; 
rej:0.8450980400142568:6,1.0994978993353877; 
relacin:0.8450980400142568:6,0.8450980400142568; 
relacion:0.8450980400142568:6,1.2483122772269866; 
relaj:0.8450980400142568:6,1.7864893837356755; 
relat:0.6020599913279624:6,0.6020599913279624; 3,0.6020599913279624; 
relev:0.8450980400142568:6,0.8450980400142568; 
reljat:0.8450980400142568:6,0.8450980400142568; 
relmpag:0.8450980400142568:6,0.8450980400142568; 
reloj:0.8450980400142568:6,1.725176957126657; 
relucient:0.8450980400142568:6,0.8450980400142568; 
remach:0.8450980400142568:6,0.8450980400142568; 
remat:0.6020599913279624:6,0.9645362244857886; 0,0.6020599913279624; 
remedi:0.8450980400142568:6,1.0994978993353877; 
remolin:0.8450980400142568:6,1.0994978993353877; 
remot:0.8450980400142568:6,1.6515265144397162; 
remov:0.8450980400142568:6,0.8450980400142568; 
ren:0.6020599913279624:6,0.8893156098068689; 0,0.6020599913279624; 
renac:0.8450980400142568:6,1.2483122772269866; 
rend:0.8450980400142568:6,1.608297617977649; 
rendij:0.8450980400142568:6,1.0994978993353877; 
rendir:0.8450980400142568:6,0.8450980400142568; 
rendirt:0.8450980400142568:6,0.8450980400142568; 
reng:0.8450980400142568:6,1.5592887372501953; 
renguer:0.8450980400142568:6,1.0994978993353877; 
renov:0.8450980400142568:6,0.8450980400142568; 
renunci:0.8450980400142568:6,1.3538977586565184; 
reoj:0.8450980400142568:6,0.8450980400142568; 
repar:0.8450980400142568:6,1.2483122772269866; 
repart:0.8450980400142568:6,1.0994978993353877; 
repas:0.8450980400142568:6,1.2483122772269866; 
repent:0.8450980400142568:6,1.9445959393496444; 
repentin:0.8450980400142568:6,1.8626974772987799; 
repet:0.8450980400142568:6,1.6515265144397162; 
repiquet:0.8450980400142568:6,1.4357962207073829; 
repiquete:0.8450980400142568:6,1.5027121365481173; 
repit:0.8450980400142568:6,1.6901960800285136; 
repiti:0.8450980400142568:6,1.905926373760847; 
repleg:0.8450980400142568:3,0.8450980400142568; 
replet:0.8450980400142568:6,1.0994978993353877; 
replic:0.8450980400142568:6,1.6515265144397162; 
replieg:0.8450980400142568:3,0.8450980400142568; 
repon:0.8450980400142568:3,0.8450980400142568; 
repos:0.8450980400142568:6,0.8450980400142568; 
represent:0.6020599913279624:3,0.6020599913279624; 4,0.6020599913279624; 
reprim:0.8450980400142568:6,1.608297617977649; 
reprimi:0.8450980400142568:6,1.0994978993353877; 
reprogram:0.8450980400142568:6,1.0994978993353877; 
repugn:0.8450980400142568:6,1.3538977586565184; 
repus:0.8450980400142568:6,2.3158751378197833; 
requer:0.8450980400142568:6,0.8450980400142568; 
requerir:0.8450980400142568:6,0.8450980400142568; 
rer:0.8450980400142568:6,1.5592887372501953; 
rers:0.8450980400142568:6,1.0994978993353877; 
rert:0.8450980400142568:6,0.8450980400142568; 
res:0.8450980400142568:6,0.8450980400142568; 
resbal:0.8450980400142568:6,1.0994978993353877; 
resbaladiz:0.8450980400142568:6,1.0994978993353877; 
rescat:0.3424226808222063:6,0.6318034172414803; 0,0.3424226808222063; 1,0.3424226808222063; 2,0.44550217894536387; 3,0.44550217894536387; 
reserv:0.8450980400142568:6,0.8450980400142568; 
resign:0.8450980400142568:6,0.8450980400142568; 
resist:0.8450980400142568:6,1.6901960800285136; 
resistent:0.8450980400142568:0,0.8450980400142568; 
resisti:0.8450980400142568:6,1.3538977586565184; 
resistir:0.8450980400142568:6,0.8450980400142568; 
resolv:0.8450980400142568:6,1.7571119958692483; 
resolver:0.8450980400142568:6,0.8450980400142568; 
resolvers:0.8450980400142568:6,0.8450980400142568; 
resolvi:0.8450980400142568:6,0.8450980400142568; 
reson:0.8450980400142568:6,1.6515265144397162; 
resopl:0.8450980400142568:6,1.6515265144397162; 
resp:0.8450980400142568:6,1.99589156526558; 
respald:0.8450980400142568:6,0.8450980400142568; 
respect:0.8450980400142568:6,1.0994978993353877; 
respet:0.8450980400142568:6,1.5027121365481173; 
respir:0.8450980400142568:6,1.9795768164477876; 
respiracin:0.8450980400142568:6,1.99589156526558; 
resplandec:0.8450980400142568:6,0.8450980400142568; 
resplandor:0.8450980400142568:6,1.6515265144397162; 
respond:0.8450980400142568:6,1.813688596571326; 
respondert:0.8450980400142568:6,0.8450980400142568; 
respondi:0.8450980400142568:6,2.3771875644288016; 
respons:0.8450980400142568:6,1.6515265144397162; 
respuest:0.8450980400142568:6,2.302280197857762; 
rest:0.3979400086720376:6,0.9968994040973783; 1,0.3979400086720376; 4,0.3979400086720376; 5,0.3979400086720376; 
restant:0.8450980400142568:6,0.8450980400142568; 
restaur:0.8450980400142568:6,0.8450980400142568; 
restreg:0.8450980400142568:6,1.0994978993353877; 
restregndos:0.8450980400142568:6,0.8450980400142568; 
resucit:0.8450980400142568:6,1.0994978993353877; 
resuelt:0.8450980400142568:6,1.2483122772269866; 
resuelv:0.8450980400142568:6,0.8450980400142568; 
result:0.8450980400142568:6,2.434569920482927; 
resulvanl:0.8450980400142568:6,0.8450980400142568; 
resum:0.8450980400142568:6,1.0994978993353877; 
resumi:0.8450980400142568:6,0.8450980400142568; 
ret:0.8450980400142568:6,1.0994978993353877; 
reten:0.8450980400142568:6,1.2483122772269866; 
retir:0.6020599913279624:6,0.7832981079068755; 0,0.6020599913279624; 
retom:0.8450980400142568:6,1.0994978993353877; 
retorc:0.8450980400142568:6,1.813688596571326; 
retorci:0.8450980400142568:6,1.2483122772269866; 
retorcindos:0.8450980400142568:6,1.2483122772269866; 
retorn:0.8450980400142568:6,1.0994978993353877; 
retortijon:0.8450980400142568:6,0.8450980400142568; 
retoz:0.8450980400142568:6,0.8450980400142568; 
retr:0.8450980400142568:6,1.2483122772269866; 
retract:0.8450980400142568:3,0.8450980400142568; 
retraj:0.8450980400142568:6,0.8450980400142568; 
retrajeron:0.8450980400142568:6,0.8450980400142568; 
retroced:0.6020599913279624:6,1.070553726385782; 0,0.6020599913279624; 
retrocedi:0.8450980400142568:6,2.026494401400509; 
retumb:0.8450980400142568:6,1.3538977586565184; 
retuv:0.6020599913279624:6,0.6020599913279624; 4,0.6020599913279624; 
reun:0.6020599913279624:6,1.3270124576436149; 5,0.6020599913279624; 
reunin:0.8450980400142568:6,1.6515265144397162; 
revel:0.3979400086720376:6,0.924103966284789; 0,0.3979400086720376; 3,0.3979400086720376; 4,0.3979400086720376; 
revelacin:0.8450980400142568:6,0.8450980400142568; 
revent:0.8450980400142568:6,0.8450980400142568; 
reverend:0.8450980400142568:6,1.4357962207073829; 
reverent:0.8450980400142568:6,0.8450980400142568; 
revis:0.8450980400142568:6,1.0994978993353877; 
reviv:0.8450980400142568:6,1.2483122772269866; 
revol:0.8450980400142568:6,0.8450980400142568; 
revolot:0.8450980400142568:6,1.0994978993353877; 
revoltij:0.8450980400142568:6,0.8450980400142568; 
revolv:0.8450980400142568:6,1.4357962207073829; 
revolvi:0.8450980400142568:6,0.8450980400142568; 
revuelt:0.8450980400142568:6,1.0994978993353877; 
rey:0.3424226808222063:0,0.7119588161868831; 1,0.3424226808222063; 2,0.44550217894536387; 3,0.3424226808222063; 5,0.3424226808222063; 
rez:0.8450980400142568:6,0.8450980400142568; 
rfag:0.8450980400142568:6,1.5027121365481173; 
rgid:0.8450980400142568:6,1.3538977586565184; 
ri:0.8450980400142568:6,1.6901960800285136; 
ribet:0.8450980400142568:6,0.8450980400142568; 
ric:0.8450980400142568:6,0.8450980400142568; 
ridcul:0.8450980400142568:6,1.5027121365481173; 
riend:0.8450980400142568:6,1.2483122772269866; 
rieron:0.8450980400142568:6,0.8450980400142568; 
riesg:0.8450980400142568:6,1.5592887372501953; 
rifl:0.8450980400142568:6,0.8450980400142568; 
rincn:0.8450980400142568:6,1.9625029744629252; 
rincon:0.8450980400142568:6,1.0994978993353877; 
rind:0.8450980400142568:6,1.2483122772269866; 
rindi:0.8450980400142568:6,0.8450980400142568; 
rindos:0.8450980400142568:6,0.8450980400142568; 
rio:0.8450980400142568:6,1.3538977586565184; 
ris:0.8450980400142568:6,1.6515265144397162; 
risit:0.8450980400142568:6,1.5027121365481173; 
risot:0.8450980400142568:6,0.8450980400142568; 
ritm:0.8450980400142568:6,1.6515265144397162; 
rivendel:0.47712125471966244:2,0.7047659464249274; 4,0.47712125471966244; 5,0.764376873198569; 
rmpet:0.8450980400142568:6,0.8450980400142568; 
ro:0.47712125471966244:0,0.47712125471966244; 4,0.7047659464249274; 5,0.6207490639591157; 
rob:0.8450980400142568:6,1.3538977586565184; 
robl:0.8450980400142568:6,0.8450980400142568; 
robot:0.8450980400142568:6,1.0994978993353877; 
robust:0.8450980400142568:6,0.8450980400142568; 
roc:0.8450980400142568:6,1.8390104579201128; 
roci:0.8450980400142568:6,0.8450980400142568; 
rocos:0.8450980400142568:6,0.8450980400142568; 
rod:0.8450980400142568:6,2.1603262330819777; 
rodant:0.8450980400142568:6,0.8450980400142568; 
rode:0.8450980400142568:6,0.8450980400142568; 
rodill:0.8450980400142568:6,2.026494401400509; 
rog:0.8450980400142568:6,1.5592887372501953; 
roh:0.3979400086720376:0,0.5878056449127935; 2,0.5177318877571058; 3,0.5878056449127935; 4,0.3979400086720376; 
rohirrim:0.6020599913279624:0,0.7832981079068755; 3,0.8893156098068689; 
roj:0.6020599913279624:6,1.433029959543608; 0,0.6020599913279624; 
rojiz:0.8450980400142568:6,1.0994978993353877; 
roll:0.8450980400142568:6,1.3538977586565184; 
romp:0.6020599913279624:0,0.6020599913279624; 6,1.3101374845559184; 
rompecabez:0.8450980400142568:6,1.4357962207073829; 
rompi:0.8450980400142568:6,1.2483122772269866; 
ronc:0.8450980400142568:6,1.0994978993353877; 
rond:0.8450980400142568:6,1.4357962207073829; 
ronqu:0.8450980400142568:6,1.0994978993353877; 
rop:0.6020599913279624:3,0.6020599913279624; 6,1.3981153284491306; 
ropaj:0.6020599913279624:0,0.6020599913279624; 2,0.6020599913279624; 
ros:0.8450980400142568:6,0.8450980400142568; 
rostr:0.8450980400142568:6,2.170382243370253; 
rot:0.8450980400142568:6,1.725176957126657; 
rotund:0.8450980400142568:6,1.0994978993353877; 
roz:0.8450980400142568:6,1.4357962207073829; 
rozag:0.8450980400142568:6,0.8450980400142568; 
rozndol:0.8450980400142568:6,0.8450980400142568; 
rpid:0.8450980400142568:6,2.309140610973577; 
rrrrrrrrrrrrrrrrrrrr:0.8450980400142568:6,0.8450980400142568; 
rstic:0.8450980400142568:6,1.2483122772269866; 
rtmic:0.8450980400142568:6,0.8450980400142568; 
rubi:0.8450980400142568:6,1.0994978993353877; 
rud:0.8450980400142568:6,0.8450980400142568; 
rued:0.8450980400142568:6,1.3538977586565184; 
rueg:0.8450980400142568:6,0.8450980400142568; 
rug:0.8450980400142568:6,1.5027121365481173; 
rugi:0.8450980400142568:6,1.5027121365481173; 
rugos:0.8450980400142568:6,1.0994978993353877; 
ruid:0.8450980400142568:6,2.3158751378197833; 
ruin:0.8450980400142568:6,1.4357962207073829; 
ruinos:0.8450980400142568:6,0.8450980400142568; 
rumb:0.6020599913279624:6,0.8893156098068689; 2,0.6020599913279624; 
rumi:0.8450980400142568:6,0.8450980400142568; 
rumor:0.8450980400142568:6,0.8450980400142568; 
rut:0.8450980400142568:6,1.3538977586565184; 
rutin:0.8450980400142568:6,1.2483122772269866; 
sa:0.8450980400142568:6,1.6515265144397162; 
sab:0.6020599913279624:5,0.6020599913279624; 6,1.9015236946014278; 
sabelotod:0.8450980400142568:6,0.8450980400142568; 
sabi:0.6020599913279624:6,0.6020599913279624; 5,0.6020599913279624; 
sabor:0.8450980400142568:6,1.0994978993353877; 
sabotaj:0.8450980400142568:6,0.8450980400142568; 
sabr:0.8450980400142568:6,1.0994978993353877; 
sabrn:0.8450980400142568:6,0.8450980400142568; 
sabrs:0.8450980400142568:6,1.2483122772269866; 
sac:0.8450980400142568:6,2.250291424586711; 
sacndol:0.8450980400142568:6,0.8450980400142568; 
sacrific:0.8450980400142568:6,1.0994978993353877; 
sacrifici:0.8450980400142568:6,1.0994978993353877; 
sacud:0.8450980400142568:6,2.0934103172412435; 
sacudi:0.8450980400142568:6,2.1603262330819777; 
sacudindol:0.8450980400142568:6,0.8450980400142568; 
sacudindos:0.8450980400142568:6,1.4357962207073829; 
sacudindot:0.8450980400142568:6,0.8450980400142568; 
sagrari:0.8450980400142568:0,1.0994978993353877; 
sal:0.3424226808222063:0,0.44550217894536387; 1,0.5057998199405678; 4,0.3424226808222063; 5,0.3424226808222063; 6,1.107051195208247; 
saldr:0.8450980400142568:6,1.2483122772269866; 
salg:0.8450980400142568:6,1.2483122772269866; 
sali:0.8450980400142568:6,2.1499869179433215; 
salient:0.8450980400142568:6,0.8450980400142568; 
saliv:0.8450980400142568:6,1.5027121365481173; 
salpic:0.8450980400142568:6,1.0994978993353877; 
sals:0.8450980400142568:6,0.8450980400142568; 
salt:0.8450980400142568:6,2.258184662467769; 
salud:0.8450980400142568:6,1.4357962207073829; 
salv:0.47712125471966244:6,1.219666256609099; 3,0.47712125471966244; 5,0.7047659464249274; 
salvacin:0.8450980400142568:6,0.8450980400142568; 
salvador:0.8450980400142568:6,0.8450980400142568; 
salvaj:0.8450980400142568:6,1.3538977586565184; 
salvars:0.8450980400142568:6,1.2483122772269866; 
salvart:0.8450980400142568:6,1.0994978993353877; 
sam:0.3979400086720376:1,0.7075975239978617; 2,0.7776712811535494; 3,0.3979400086720376; 4,0.5878056449127935; 
sammath:0.8450980400142568:2,0.8450980400142568; 
samsagaz:0.8450980400142568:5,0.8450980400142568; 
san:0.8450980400142568:6,1.4357962207073829; 
sancin:0.8450980400142568:6,1.0994978993353877; 
sandwich:0.8450980400142568:6,1.6515265144397162; 
saneamient:0.8450980400142568:2,0.8450980400142568; 
sangr:0.8450980400142568:6,2.1603262330819777; 
sangrient:0.8450980400142568:6,1.0994978993353877; 
sant:0.8450980400142568:6,0.8450980400142568; 
saqu:0.8450980400142568:6,0.8450980400142568; 
sarcasm:0.8450980400142568:6,1.6515265144397162; 
sarcstic:0.8450980400142568:6,1.2483122772269866; 
sarn:0.8450980400142568:4,0.8450980400142568; 
sart:0.8450980400142568:6,1.0994978993353877; 
sartn:0.8450980400142568:6,2.1989957986707753; 
sarum:0.47712125471966244:2,0.7047659464249274; 3,0.8106147001998716; 4,0.7047659464249274; 
satisfac:0.8450980400142568:6,0.8450980400142568; 
